,id,display_name,works_api_url,works_count,cited_by_count,h_index,country_code
44,https://openalex.org/A5088539840,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5088539840,176,6766,37,US
45,https://openalex.org/A5009735497,Michael Bailey,https://api.openalex.org/works?filter=author.id:A5009735497,1212,56265,113,AU
46,https://openalex.org/A5075756309,Takahiro Yabe,https://api.openalex.org/works?filter=author.id:A5075756309,91,1414,19,US
47,https://openalex.org/A5090252428,Anastasia Kuzminykh,https://api.openalex.org/works?filter=author.id:A5090252428,49,238,8,CA
48,https://openalex.org/A5069503439,Angela Zavaleta Bernuy,https://api.openalex.org/works?filter=author.id:A5069503439,40,68,5,CA
49,https://openalex.org/A5111578200,Harsh Kumar,https://api.openalex.org/works?filter=author.id:A5111578200,322,4799,35,IN
50,https://openalex.org/A5102688812,Huayin Luo,https://api.openalex.org/works?filter=author.id:A5102688812,4,3,1,CA
51,https://openalex.org/A5083931769,Jiakai Shi,https://api.openalex.org/works?filter=author.id:A5083931769,9,29,3,CA
52,https://openalex.org/A5060905224,Rachel Kornfield,https://api.openalex.org/works?filter=author.id:A5060905224,92,2203,26,US
53,https://openalex.org/A5087116106,Suhyeon Yoo,https://api.openalex.org/works?filter=author.id:A5087116106,15,43,3,CA
54,https://openalex.org/A5028932589,Akira Gotō,https://api.openalex.org/works?filter=author.id:A5028932589,559,7834,44,JP
55,https://openalex.org/A5080267104,Genki Ichinose,https://api.openalex.org/works?filter=author.id:A5080267104,84,831,17,JP
56,https://openalex.org/A5052717630,Hiroki Sayama,https://api.openalex.org/works?filter=author.id:A5052717630,341,4562,36,JP
57,https://openalex.org/A5074054039,Duc Quang Tran,https://api.openalex.org/works?filter=author.id:A5074054039,52,308,9,US
58,https://openalex.org/A5068785814,Wakaba Tateishi,https://api.openalex.org/works?filter=author.id:A5068785814,2,0,0,JP
59,https://openalex.org/A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,97,967,13,US
60,https://openalex.org/A5109187560,Xiao-Ming Yin,https://api.openalex.org/works?filter=author.id:A5109187560,101,30343,64,US
61,https://openalex.org/A5027814433,Mohammed Alsobay,https://api.openalex.org/works?filter=author.id:A5027814433,12,68,3,US
62,https://openalex.org/A5020418858,Anders Giovanni Møller,https://api.openalex.org/works?filter=author.id:A5020418858,6,44,2,DK
63,https://openalex.org/A5034406723,Luca Maria Aiello,https://api.openalex.org/works?filter=author.id:A5034406723,226,4783,36,IT
64,https://openalex.org/A5084817430,Francesco Salvi,https://api.openalex.org/works?filter=author.id:A5084817430,9,59,3,CH
65,https://openalex.org/A5011195481,Manoel Horta Ribeiro,https://api.openalex.org/works?filter=author.id:A5011195481,111,1265,14,CH
66,https://openalex.org/A5059223686,Riccardo Gallotti,https://api.openalex.org/works?filter=author.id:A5059223686,80,1542,19,IT
67,https://openalex.org/A5059645286,Robert West,https://api.openalex.org/works?filter=author.id:A5059645286,2611,94414,130,NL
68,https://openalex.org/A5089054864,David D. Fang,https://api.openalex.org/works?filter=author.id:A5089054864,222,6435,43,US
69,https://openalex.org/A5058593348,Jared R. Curhan,https://api.openalex.org/works?filter=author.id:A5058593348,65,2577,18,US
70,https://openalex.org/A5101687764,Je Hoon Chae,https://api.openalex.org/works?filter=author.id:A5101687764,4,1,1,US
71,https://openalex.org/A5054574752,Kai‐Cheng Yang,https://api.openalex.org/works?filter=author.id:A5054574752,122,2500,20,US
72,https://openalex.org/A5063557800,Kiran Garimella,https://api.openalex.org/works?filter=author.id:A5063557800,176,51521,39,US
73,https://openalex.org/A5101965763,M. Amin Rahimian,https://api.openalex.org/works?filter=author.id:A5101965763,119,1251,18,US
74,https://openalex.org/A5100385834,Yuxin Liu,https://api.openalex.org/works?filter=author.id:A5100385834,82,8942,30,SG
75,https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,510,41343,90,US
76,https://openalex.org/A5020533147,Gordon Pennycook,https://api.openalex.org/works?filter=author.id:A5020533147,257,26476,67,US
77,https://openalex.org/A5085927300,Kathleen M. Carley,https://api.openalex.org/works?filter=author.id:A5085927300,882,28284,82,US
78,https://openalex.org/A5028529542,Samantha C. Phillips,https://api.openalex.org/works?filter=author.id:A5028529542,16,17,2,US
79,https://openalex.org/A5033787208,Sze-Yuh Nina Wang,https://api.openalex.org/works?filter=author.id:A5033787208,8,72,4,US
80,https://openalex.org/A5032431129,Pedro Ramaciotti Morales,https://api.openalex.org/works?filter=author.id:A5032431129,64,186,8,FR
81,https://openalex.org/A5093329780,Tim Faverjon,https://api.openalex.org/works?filter=author.id:A5093329780,3,0,0,FR
82,https://openalex.org/A5100350852,Mengyi Zhang,https://api.openalex.org/works?filter=author.id:A5100350852,18,874,5,CN
83,https://openalex.org/A5053550738,Qingxing Dong,https://api.openalex.org/works?filter=author.id:A5053550738,19,593,10,CN
84,https://openalex.org/A5112067144,Xiaozhen Wu,https://api.openalex.org/works?filter=author.id:A5112067144,53,1279,19,CN
85,https://openalex.org/A5026909061,Filipi Alexandre do Nascimento Silva,https://api.openalex.org/works?filter=author.id:A5026909061,18,32,3,BR
86,https://openalex.org/A5072090727,The Jin Ai,https://api.openalex.org/works?filter=author.id:A5072090727,41,770,7,ID
87,https://openalex.org/A5022756567,Arnab Sircar,https://api.openalex.org/works?filter=author.id:A5022756567,2,1,1,
88,https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,217,94353,66,US
89,https://openalex.org/A5069999998,Mark E. Whiting,https://api.openalex.org/works?filter=author.id:A5069999998,45,630,14,US
90,https://openalex.org/A5069791094,Milena Tsvetkova,https://api.openalex.org/works?filter=author.id:A5069791094,68,747,12,GB
91,https://openalex.org/A5064735018,Niccolò Pescetelli,https://api.openalex.org/works?filter=author.id:A5064735018,57,623,11,US
92,https://openalex.org/A5046908604,Taha Yasseri,https://api.openalex.org/works?filter=author.id:A5046908604,176,3320,28,IE
93,https://openalex.org/A5101912513,Pei‐Ying Chen,https://api.openalex.org/works?filter=author.id:A5101912513,19,493,8,CN
94,https://openalex.org/A5057976295,Tzu‐Kun Hsiao,https://api.openalex.org/works?filter=author.id:A5057976295,14,121,6,US
95,https://openalex.org/A5006566063,Donghyun Kang,https://api.openalex.org/works?filter=author.id:A5006566063,39,903,12,KR
96,https://openalex.org/A5071261828,James Evans,https://api.openalex.org/works?filter=author.id:A5071261828,697,14598,59,US
97,https://openalex.org/A5033157677,Hejie Cui,https://api.openalex.org/works?filter=author.id:A5033157677,51,502,13,US
98,https://openalex.org/A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,680,89392,121,US
99,https://openalex.org/A5001319317,Yanbang Wang,https://api.openalex.org/works?filter=author.id:A5001319317,36,396,12,US
100,https://openalex.org/A5103986653,Debarati Das,https://api.openalex.org/works?filter=author.id:A5103986653,28,230,10,IN
101,https://openalex.org/A5025356846,Ishaan Gupta,https://api.openalex.org/works?filter=author.id:A5025356846,99,1841,18,IN
102,https://openalex.org/A5002187701,Jaideep Srivastava,https://api.openalex.org/works?filter=author.id:A5002187701,541,18490,50,US
103,https://openalex.org/A5040821714,Dongyeop Kang,https://api.openalex.org/works?filter=author.id:A5040821714,158,1170,17,US
104,https://openalex.org/A5103137192,Yan Leng,https://api.openalex.org/works?filter=author.id:A5103137192,160,7424,43,US
105,https://openalex.org/A5100334733,Yuan Yuan,https://api.openalex.org/works?filter=author.id:A5100334733,1188,23312,80,CN
106,https://openalex.org/A5070767948,Dallas Card,https://api.openalex.org/works?filter=author.id:A5070767948,60,4555,23,US
107,https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,190,5279,35,US
108,https://openalex.org/A5087088138,Dan Jurafsky,https://api.openalex.org/works?filter=author.id:A5087088138,358,33795,86,US
109,https://openalex.org/A5001994692,Esin Durmus,https://api.openalex.org/works?filter=author.id:A5001994692,56,2912,21,US
110,https://openalex.org/A5031039880,Kristina Gligorić,https://api.openalex.org/works?filter=author.id:A5031039880,52,597,9,US
111,https://openalex.org/A5052391231,Lucia Zheng,https://api.openalex.org/works?filter=author.id:A5052391231,9,1657,6,US
112,https://openalex.org/A5012939002,Myra Cheng,https://api.openalex.org/works?filter=author.id:A5012939002,22,752,7,US
113,https://openalex.org/A5069479535,Chirag Mahapatra,https://api.openalex.org/works?filter=author.id:A5069479535,2,0,0,
114,https://openalex.org/A5084047654,Riley Tucker,https://api.openalex.org/works?filter=author.id:A5084047654,109,816,15,US
115,https://openalex.org/A5038991027,Sam J. Maglio,https://api.openalex.org/works?filter=author.id:A5038991027,70,1885,21,CA
116,https://openalex.org/A5113858426,Hyo‐Min Jang,https://api.openalex.org/works?filter=author.id:A5113858426,18,879,12,KR
117,https://openalex.org/A5074392155,Jungsik Choi,https://api.openalex.org/works?filter=author.id:A5074392155,188,3040,22,KR
118,https://openalex.org/A5002984043,Daniel Romero,https://api.openalex.org/works?filter=author.id:A5002984043,99,1746,12,CU
119,https://openalex.org/A5015755413,Minje Choi,https://api.openalex.org/works?filter=author.id:A5015755413,20,4225,8,KR
120,https://openalex.org/A5115594465,Anqi Shao,https://api.openalex.org/works?filter=author.id:A5115594465,16,115,4,US
121,https://openalex.org/A5101456958,Dhruv Gupta,https://api.openalex.org/works?filter=author.id:A5101456958,54,1678,9,IN
122,https://openalex.org/A5000373924,Heysung Lee,https://api.openalex.org/works?filter=author.id:A5000373924,8,64,3,US
123,https://openalex.org/A5100391619,Jisoo Kim,https://api.openalex.org/works?filter=author.id:A5100391619,77,1073,17,US
124,https://openalex.org/A5071349842,Kaiping Chen,https://api.openalex.org/works?filter=author.id:A5071349842,68,889,16,US
125,https://openalex.org/A5027112658,Sijia Yang,https://api.openalex.org/works?filter=author.id:A5027112658,75,1084,16,CN
126,https://openalex.org/A5045405023,Xining Liao,https://api.openalex.org/works?filter=author.id:A5045405023,5,100,4,CN
127,https://openalex.org/A5089178335,Yoo Ji Suh,https://api.openalex.org/works?filter=author.id:A5089178335,7,54,4,US
128,https://openalex.org/A5055036876,Yun‐Shiuan Chuang,https://api.openalex.org/works?filter=author.id:A5055036876,49,442,11,TW
129,https://openalex.org/A5066924384,Zening Duan,https://api.openalex.org/works?filter=author.id:A5066924384,8,155,5,US
130,https://openalex.org/A5048088355,Alireza Javadian Sabet,https://api.openalex.org/works?filter=author.id:A5048088355,25,99,6,US
131,https://openalex.org/A5047810054,Renzhe Yu,https://api.openalex.org/works?filter=author.id:A5047810054,40,692,11,US
132,https://openalex.org/A5081274722,Sarah H. Bana,https://api.openalex.org/works?filter=author.id:A5081274722,15,73,5,
133,https://openalex.org/A5019373396,Linnea Gandhi,https://api.openalex.org/works?filter=author.id:A5019373396,11,638,8,US
134,https://openalex.org/A5072564674,Chhandak Bagchi,https://api.openalex.org/works?filter=author.id:A5072564674,8,16,2,US
135,https://openalex.org/A5046542764,Eric Malmi,https://api.openalex.org/works?filter=author.id:A5046542764,84,1862,21,US
136,https://openalex.org/A5063837575,Przemyslaw A. Grabowicz,https://api.openalex.org/works?filter=author.id:A5063837575,53,949,13,US
137,https://openalex.org/A5086655976,Anne‐Marie Nussberger,https://api.openalex.org/works?filter=author.id:A5086655976,23,280,8,GB
138,https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,332,13318,44,DE
139,https://openalex.org/A5047413956,Levin Brinkmann,https://api.openalex.org/works?filter=author.id:A5047413956,7,73,3,DE
140,https://openalex.org/A5016014168,Maxime Derex,https://api.openalex.org/works?filter=author.id:A5016014168,42,1460,15,FR
141,https://openalex.org/A5068201653,Sara Bonati,https://api.openalex.org/works?filter=author.id:A5068201653,42,152,7,IT
142,https://openalex.org/A5000013234,Valerii Chirkov,https://api.openalex.org/works?filter=author.id:A5000013234,6,16,3,DE
143,https://openalex.org/A5041120433,Zheng‐Xiang Li,https://api.openalex.org/works?filter=author.id:A5041120433,487,38258,100,CN
144,https://openalex.org/A5022747234,Chaoqun Ni,https://api.openalex.org/works?filter=author.id:A5022747234,63,2253,19,US
145,https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,36,1392,13,US
146,https://openalex.org/A5079517520,Petter Holme,https://api.openalex.org/works?filter=author.id:A5079517520,271,15779,52,FI
147,https://openalex.org/A5017683985,Qing Guan,https://api.openalex.org/works?filter=author.id:A5017683985,53,1184,18,CN
148,https://openalex.org/A5088248579,Shahan Ali Memon,https://api.openalex.org/works?filter=author.id:A5088248579,30,212,7,US
149,https://openalex.org/A5043371507,Yueran Duan,https://api.openalex.org/works?filter=author.id:A5043371507,10,43,2,CN
150,https://openalex.org/A5039940068,Charles Axelsson,https://api.openalex.org/works?filter=author.id:A5039940068,4,121,4,IT
151,https://openalex.org/A5042920909,Fernando Chirigati,https://api.openalex.org/works?filter=author.id:A5042920909,90,970,16,US
152,https://openalex.org/A5101925935,Arunas Radzvilavicius,https://api.openalex.org/works?filter=author.id:A5101925935,21,134,5,NO
153,https://openalex.org/A5028165426,Mary Elizabeth Sutherland,https://api.openalex.org/works?filter=author.id:A5028165426,36,360,7,CL
154,https://openalex.org/A5089352715,Sebastián Felipe Villamizar-Santamaría,https://api.openalex.org/works?filter=author.id:A5089352715,20,45,4,US
155,https://openalex.org/A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,670,27291,75,US
156,https://openalex.org/A5031514121,Almog Simchon,https://api.openalex.org/works?filter=author.id:A5031514121,42,442,9,GB
157,https://openalex.org/A5012811021,Fabio Carrella,https://api.openalex.org/works?filter=author.id:A5012811021,15,81,3,GB
158,https://openalex.org/A5017914184,Stephan Lewandowsky,https://api.openalex.org/works?filter=author.id:A5017914184,584,31564,86,GB
159,https://openalex.org/A5089384499,Matthew Edwards,https://api.openalex.org/works?filter=author.id:A5089384499,185,6429,45,US
160,https://openalex.org/A5082698243,Cameron Martel,https://api.openalex.org/works?filter=author.id:A5082698243,46,1505,15,US
161,https://openalex.org/A5034490805,Rahul Bhui,https://api.openalex.org/works?filter=author.id:A5034490805,43,714,11,US
162,https://openalex.org/A5015843011,Reed Orchinik,https://api.openalex.org/works?filter=author.id:A5015843011,13,25,3,US
163,https://openalex.org/A5086112254,Marshall Van Alstyne,https://api.openalex.org/works?filter=author.id:A5086112254,172,15199,42,CA
164,https://openalex.org/A5079358020,Nina Mažar,https://api.openalex.org/works?filter=author.id:A5079358020,134,7673,26,US
165,https://openalex.org/A5079213654,Dilrukshi Gamage,https://api.openalex.org/works?filter=author.id:A5079213654,49,627,14,JP
166,https://openalex.org/A5100380042,Jiayu Chen,https://api.openalex.org/works?filter=author.id:A5100380042,327,6303,42,CN
167,https://openalex.org/A5046036512,Kazutoshi Sasahara,https://api.openalex.org/works?filter=author.id:A5046036512,126,1327,16,JP
168,https://openalex.org/A5044261825,Matthew Haruyama,https://api.openalex.org/works?filter=author.id:A5044261825,3,0,0,JP
169,https://openalex.org/A5020702662,Tasuku Igarashi,https://api.openalex.org/works?filter=author.id:A5020702662,79,1094,12,JP
170,https://openalex.org/A5079154791,Kokil Jaidka,https://api.openalex.org/works?filter=author.id:A5079154791,162,2208,24,SG
171,https://openalex.org/A5114730085,Rongxin Ouyang,https://api.openalex.org/works?filter=author.id:A5114730085,1,0,0,
172,https://openalex.org/A5067134501,Subhayan Mukerjee,https://api.openalex.org/works?filter=author.id:A5067134501,29,302,8,SG
173,https://openalex.org/A5013327023,Munjung Kim,https://api.openalex.org/works?filter=author.id:A5013327023,4,5,1,US
174,https://openalex.org/A5087795032,Sadamori Kojaku,https://api.openalex.org/works?filter=author.id:A5087795032,34,433,10,US
175,https://openalex.org/A5059236838,Yong‐Yeol Ahn,https://api.openalex.org/works?filter=author.id:A5059236838,238,12496,41,US
176,https://openalex.org/A5017332030,Alina Herderich,https://api.openalex.org/works?filter=author.id:A5017332030,9,14,3,AT
177,https://openalex.org/A5100766043,David García,https://api.openalex.org/works?filter=author.id:A5100766043,333,25883,58,US
178,https://openalex.org/A5075518230,Kathrin Zippel,https://api.openalex.org/works?filter=author.id:A5075518230,55,790,14,DE
179,https://openalex.org/A5111667138,Laura E. Nelson,https://api.openalex.org/works?filter=author.id:A5111667138,20,1995,12,US
180,https://openalex.org/A5098732389,Steven Lauterwasser,https://api.openalex.org/works?filter=author.id:A5098732389,1,0,0,US
181,https://openalex.org/A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,24,40,3,US
182,https://openalex.org/A5103873055,Thomas H. Li,https://api.openalex.org/works?filter=author.id:A5103873055,58,1809,16,CN
183,https://openalex.org/A5052536455,Mohsen Mosleh,https://api.openalex.org/works?filter=author.id:A5052536455,100,2894,25,US
184,https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,158,8128,34,US
185,https://openalex.org/A5073754797,Timothy M. LaPira,https://api.openalex.org/works?filter=author.id:A5073754797,29,561,12,US
186,https://openalex.org/A5032538899,Jonathan Nagler,https://api.openalex.org/works?filter=author.id:A5032538899,355,10566,44,US
187,https://openalex.org/A5072046918,Joshua A. Tucker,https://api.openalex.org/works?filter=author.id:A5072046918,406,20216,57,US
188,https://openalex.org/A5081990518,Megan Brown,https://api.openalex.org/works?filter=author.id:A5081990518,38,699,13,US
189,https://openalex.org/A5085986638,Tiago Ventura,https://api.openalex.org/works?filter=author.id:A5085986638,52,267,9,US
190,https://openalex.org/A5047517174,Brooke Foucault Welles,https://api.openalex.org/works?filter=author.id:A5047517174,75,2517,20,US
191,https://openalex.org/A5026230453,Samuel V. Scarpino,https://api.openalex.org/works?filter=author.id:A5026230453,165,9868,41,US
192,https://openalex.org/A5072971093,Sharaj Kunjar,https://api.openalex.org/works?filter=author.id:A5072971093,2,3,1,DE
193,https://openalex.org/A5026024797,Jonathan St-Onge,https://api.openalex.org/works?filter=author.id:A5026024797,15,35,3,CA
194,https://openalex.org/A5035455593,Laurent Hébert‐Dufresne,https://api.openalex.org/works?filter=author.id:A5035455593,203,3477,31,US
195,https://openalex.org/A5078442658,Milo Z. Trujillo,https://api.openalex.org/works?filter=author.id:A5078442658,27,98,7,US
196,https://openalex.org/A5061970875,Sam Zhang,https://api.openalex.org/works?filter=author.id:A5061970875,645,17437,68,CN
197,https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,289,17584,41,US
198,https://openalex.org/A5044995158,William Brannon,https://api.openalex.org/works?filter=author.id:A5044995158,40,526,11,US
199,https://openalex.org/A5064910304,Doug Beeferman,https://api.openalex.org/works?filter=author.id:A5064910304,40,2251,12,US
200,https://openalex.org/A5015797850,Nabeel Gillani,https://api.openalex.org/works?filter=author.id:A5015797850,37,590,10,US
201,https://openalex.org/A5003660402,Tyler Simko,https://api.openalex.org/works?filter=author.id:A5003660402,88,196,7,US
202,https://openalex.org/A5093895487,Guillaume Moinard,https://api.openalex.org/works?filter=author.id:A5093895487,2,1,1,FR
203,https://openalex.org/A5031952531,Matthieu Latapy,https://api.openalex.org/works?filter=author.id:A5031952531,209,7472,30,FR
204,https://openalex.org/A5092972999,Elham Shamloo Aghakhani,https://api.openalex.org/works?filter=author.id:A5092972999,1,5,1,IR
205,https://openalex.org/A5027709403,Layla Bouzoubaa,https://api.openalex.org/works?filter=author.id:A5027709403,24,257,6,US
206,https://openalex.org/A5107436225,Shadi Rezapour,https://api.openalex.org/works?filter=author.id:A5107436225,1,0,0,
207,https://openalex.org/A5002034958,Christopher M. Danforth,https://api.openalex.org/works?filter=author.id:A5002034958,209,6601,33,US
208,https://openalex.org/A5045202621,Ellen W. McGinnis,https://api.openalex.org/works?filter=author.id:A5045202621,67,1324,12,US
209,https://openalex.org/A5075885830,Jennifer F. Ha,https://api.openalex.org/works?filter=author.id:A5075885830,97,1770,14,US
210,https://openalex.org/A5092887068,Jordan Llorin,https://api.openalex.org/works?filter=author.id:A5092887068,9,19,2,US
211,https://openalex.org/A5040399099,Julia Kim‐Cohen,https://api.openalex.org/works?filter=author.id:A5040399099,30,8127,26,US
212,https://openalex.org/A5017229269,Kathryn Stanton,https://api.openalex.org/works?filter=author.id:A5017229269,10,19,2,US
213,https://openalex.org/A5027414437,Mikaela Irene Fudolig,https://api.openalex.org/works?filter=author.id:A5027414437,32,71,5,US
214,https://openalex.org/A5077228817,Peter N. Dodds,https://api.openalex.org/works?filter=author.id:A5077228817,268,20016,69,AU
215,https://openalex.org/A5006991081,Ryan S. McGinnis,https://api.openalex.org/works?filter=author.id:A5006991081,129,2072,27,US
216,https://openalex.org/A5009887999,Taylor H. Ricketts,https://api.openalex.org/works?filter=author.id:A5009887999,233,44762,72,US
217,https://openalex.org/A5007178020,Yoshi Meke Bird,https://api.openalex.org/works?filter=author.id:A5007178020,2,2,1,
218,https://openalex.org/A5021170243,Cassandra Overney,https://api.openalex.org/works?filter=author.id:A5021170243,11,66,4,US
219,https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,321,11286,42,US
220,https://openalex.org/A5045331047,Hang Jiang,https://api.openalex.org/works?filter=author.id:A5045331047,136,3010,26,CN
221,https://openalex.org/A5026429870,Jad Kabbara,https://api.openalex.org/works?filter=author.id:A5026429870,29,87,4,US
222,https://openalex.org/A5028670112,Nanxi Liu,https://api.openalex.org/works?filter=author.id:A5028670112,5,122,3,CN
223,https://openalex.org/A5065317288,Rukun Zhang,https://api.openalex.org/works?filter=author.id:A5065317288,3,5,2,CN
224,https://openalex.org/A5100600513,Pu Yan,https://api.openalex.org/works?filter=author.id:A5100600513,41,3079,25,CN
225,https://openalex.org/A5067625837,Ralph Schroeder,https://api.openalex.org/works?filter=author.id:A5067625837,285,7155,45,GB
226,https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,192,36215,51,US
227,https://openalex.org/A5100740618,Hao Peng,https://api.openalex.org/works?filter=author.id:A5100740618,369,8144,44,CN
228,https://openalex.org/A5065212478,Huilian Sophie Qiu,https://api.openalex.org/works?filter=author.id:A5065212478,21,224,6,US
229,https://openalex.org/A5024795472,Éric Gilbert,https://api.openalex.org/works?filter=author.id:A5024795472,207,18291,56,US
230,https://openalex.org/A5048428275,Joshua Ashkinaze,https://api.openalex.org/works?filter=author.id:A5048428275,8,10,2,US
231,https://openalex.org/A5086654710,Qi Wang,https://api.openalex.org/works?filter=author.id:A5086654710,101,20633,17,CN
