id,display_name,works_api_url,h_index,works_count,country_code
https://openalex.org/A5038833789,Julia Mendelsohn,https://api.openalex.org/works?filter=author.id:A5038833789,9,22,US
https://openalex.org/A5045356775,Asmeret Naugle,https://api.openalex.org/works?filter=author.id:A5045356775,5,52,US
https://openalex.org/A5033547967,Casey Doyle,https://api.openalex.org/works?filter=author.id:A5033547967,5,32,US
https://openalex.org/A5047136123,Daniel Krofcheck,https://api.openalex.org/works?filter=author.id:A5047136123,15,87,US
https://openalex.org/A5082353608,Christian Zingg,https://api.openalex.org/works?filter=author.id:A5082353608,4,7,CH
https://openalex.org/A5057650206,Frank Schweitzer,https://api.openalex.org/works?filter=author.id:A5057650206,56,488,CH
https://openalex.org/A5064475993,Giona Casiraghi,https://api.openalex.org/works?filter=author.id:A5064475993,10,55,CH
https://openalex.org/A5007136526,Rossella Russo,https://api.openalex.org/works?filter=author.id:A5007136526,38,158,IT
https://openalex.org/A5075527094,Luca Verginer,https://api.openalex.org/works?filter=author.id:A5075527094,7,39,CH
https://openalex.org/A5041800454,Ashish Kumar Sarker,https://api.openalex.org/works?filter=author.id:A5041800454,8,49,BD
https://openalex.org/A5034327826,Patrick Park,https://api.openalex.org/works?filter=author.id:A5034327826,8,41,CA
https://openalex.org/A5048877432,Bruno Lepri,https://api.openalex.org/works?filter=author.id:A5048877432,47,344,IT
https://openalex.org/A5040483533,Eduardo López‐Collazo,https://api.openalex.org/works?filter=author.id:A5040483533,42,191,ES
https://openalex.org/A5064827570,R. I. M. Dunbar,https://api.openalex.org/works?filter=author.id:A5064827570,132,846,GB
https://openalex.org/A5063166187,Sam G. B. Roberts,https://api.openalex.org/works?filter=author.id:A5063166187,22,76,GB
https://openalex.org/A5017040952,Simone Centellegher,https://api.openalex.org/works?filter=author.id:A5017040952,5,25,IT
https://openalex.org/A5043896739,Balaraju Battu,https://api.openalex.org/works?filter=author.id:A5043896739,6,21,US
https://openalex.org/A5007176508,Alex Pentland,https://api.openalex.org/works?filter=author.id:A5007176508,122,1033,US
https://openalex.org/A5054308726,Bernardo García Bulle Bueno,https://api.openalex.org/works?filter=author.id:A5054308726,5,14,US
https://openalex.org/A5088539840,Esteban Moro,https://api.openalex.org/works?filter=author.id:A5088539840,37,182,US
https://openalex.org/A5009735497,Michael Bailey,https://api.openalex.org/works?filter=author.id:A5009735497,113,1212,AU
https://openalex.org/A5075756309,Takahiro Yabe,https://api.openalex.org/works?filter=author.id:A5075756309,19,91,US
https://openalex.org/A5090252428,Anastasia Kuzminykh,https://api.openalex.org/works?filter=author.id:A5090252428,8,49,CA
https://openalex.org/A5069503439,Angela Zavaleta Bernuy,https://api.openalex.org/works?filter=author.id:A5069503439,5,43,CA
https://openalex.org/A5111578200,Harsh Kumar,https://api.openalex.org/works?filter=author.id:A5111578200,35,322,IN
https://openalex.org/A5083931769,Jiakai Shi,https://api.openalex.org/works?filter=author.id:A5083931769,3,9,CA
https://openalex.org/A5060905224,Rachel Kornfield,https://api.openalex.org/works?filter=author.id:A5060905224,26,93,US
https://openalex.org/A5046944655,Sang‐Ho Yoo,https://api.openalex.org/works?filter=author.id:A5046944655,43,211,KR
https://openalex.org/A5028932589,Akira Gotō,https://api.openalex.org/works?filter=author.id:A5028932589,44,559,JP
https://openalex.org/A5080267104,Genki Ichinose,https://api.openalex.org/works?filter=author.id:A5080267104,17,84,JP
https://openalex.org/A5052717630,Hiroki Sayama,https://api.openalex.org/works?filter=author.id:A5052717630,36,341,US
https://openalex.org/A5100767447,Minh Đức Lê,https://api.openalex.org/works?filter=author.id:A5100767447,41,259,VN
https://openalex.org/A5064296964,Abdullah Almaatouq,https://api.openalex.org/works?filter=author.id:A5064296964,13,97,US
https://openalex.org/A5109187560,Xiao-Ming Yin,https://api.openalex.org/works?filter=author.id:A5109187560,64,101,US
https://openalex.org/A5027814433,Mohammed Alsobay,https://api.openalex.org/works?filter=author.id:A5027814433,3,12,US
https://openalex.org/A5020418858,Anders Giovanni Møller,https://api.openalex.org/works?filter=author.id:A5020418858,2,6,DK
https://openalex.org/A5034406723,Luca Maria Aiello,https://api.openalex.org/works?filter=author.id:A5034406723,36,226,IT
https://openalex.org/A5084817430,Francesco Salvi,https://api.openalex.org/works?filter=author.id:A5084817430,3,9,CH
https://openalex.org/A5000836300,Antônio H. Ribeiro,https://api.openalex.org/works?filter=author.id:A5000836300,15,113,SE
https://openalex.org/A5059223686,Riccardo Gallotti,https://api.openalex.org/works?filter=author.id:A5059223686,19,80,IT
https://openalex.org/A5059645286,Robert West,https://api.openalex.org/works?filter=author.id:A5059645286,130,2611,NL
https://openalex.org/A5089054864,David D. Fang,https://api.openalex.org/works?filter=author.id:A5089054864,43,222,US
https://openalex.org/A5058593348,Jared R. Curhan,https://api.openalex.org/works?filter=author.id:A5058593348,18,65,US
https://openalex.org/A5054574752,Kai‐Cheng Yang,https://api.openalex.org/works?filter=author.id:A5054574752,20,122,US
https://openalex.org/A5063557800,Kiran Garimella,https://api.openalex.org/works?filter=author.id:A5063557800,39,176,US
https://openalex.org/A5101965763,M. Amin Rahimian,https://api.openalex.org/works?filter=author.id:A5101965763,18,119,US
https://openalex.org/A5100385834,Yuxin Liu,https://api.openalex.org/works?filter=author.id:A5100385834,30,82,CN
https://openalex.org/A5056499434,David G. Rand,https://api.openalex.org/works?filter=author.id:A5056499434,90,510,US
https://openalex.org/A5020533147,Gordon Pennycook,https://api.openalex.org/works?filter=author.id:A5020533147,67,257,US
https://openalex.org/A5085927300,Kathleen M. Carley,https://api.openalex.org/works?filter=author.id:A5085927300,82,883,US
https://openalex.org/A5103221858,Stephen Phillips,https://api.openalex.org/works?filter=author.id:A5103221858,15,377,US
https://openalex.org/A5033787208,Sze-Yuh Nina Wang,https://api.openalex.org/works?filter=author.id:A5033787208,4,8,US
https://openalex.org/A5032431129,Pedro Ramaciotti Morales,https://api.openalex.org/works?filter=author.id:A5032431129,8,64,FR
https://openalex.org/A5100350849,Mingjie Zhang,https://api.openalex.org/works?filter=author.id:A5100350849,79,1233,CN
https://openalex.org/A5053550738,Qingxing Dong,https://api.openalex.org/works?filter=author.id:A5053550738,10,19,CN
https://openalex.org/A5086358285,Xinglong Wu,https://api.openalex.org/works?filter=author.id:A5086358285,54,289,CN
https://openalex.org/A5025683130,Filipi N. Silva,https://api.openalex.org/works?filter=author.id:A5025683130,20,97,US
https://openalex.org/A5100336827,Jing Li,https://api.openalex.org/works?filter=author.id:A5100336827,71,1554,CN
https://openalex.org/A5000679279,Duncan J. Watts,https://api.openalex.org/works?filter=author.id:A5000679279,66,217,US
https://openalex.org/A5069999998,Mark E. Whiting,https://api.openalex.org/works?filter=author.id:A5069999998,14,45,US
https://openalex.org/A5069791094,Milena Tsvetkova,https://api.openalex.org/works?filter=author.id:A5069791094,12,68,GB
https://openalex.org/A5064735018,Niccolò Pescetelli,https://api.openalex.org/works?filter=author.id:A5064735018,11,57,US
https://openalex.org/A5046908604,Taha Yasseri,https://api.openalex.org/works?filter=author.id:A5046908604,28,179,IE
https://openalex.org/A5077855669,Peiying Chen,https://api.openalex.org/works?filter=author.id:A5077855669,15,67,TW
https://openalex.org/A5057976295,Tzu‐Kun Hsiao,https://api.openalex.org/works?filter=author.id:A5057976295,6,14,US
https://openalex.org/A5069137598,Dong‐Hyun Kang,https://api.openalex.org/works?filter=author.id:A5069137598,54,322,KR
https://openalex.org/A5071261828,James Evans,https://api.openalex.org/works?filter=author.id:A5071261828,59,697,US
https://openalex.org/A5033157677,Hejie Cui,https://api.openalex.org/works?filter=author.id:A5033157677,13,51,US
https://openalex.org/A5055710645,Jon Kleinberg,https://api.openalex.org/works?filter=author.id:A5055710645,121,680,US
https://openalex.org/A5001319317,Yanbang Wang,https://api.openalex.org/works?filter=author.id:A5001319317,12,36,US
https://openalex.org/A5103986653,Debarati Das,https://api.openalex.org/works?filter=author.id:A5103986653,10,28,IN
https://openalex.org/A5025356846,Ishaan Gupta,https://api.openalex.org/works?filter=author.id:A5025356846,18,100,US
https://openalex.org/A5002187701,Jaideep Srivastava,https://api.openalex.org/works?filter=author.id:A5002187701,50,541,US
https://openalex.org/A5040821714,Dongyeop Kang,https://api.openalex.org/works?filter=author.id:A5040821714,17,159,US
https://openalex.org/A5103137192,Yan Leng,https://api.openalex.org/works?filter=author.id:A5103137192,43,160,US
https://openalex.org/A5100344847,Yuan Wei,https://api.openalex.org/works?filter=author.id:A5100344847,34,210,CN
https://openalex.org/A5070767948,Dallas Card,https://api.openalex.org/works?filter=author.id:A5070767948,23,60,US
https://openalex.org/A5046126345,David Jurgens,https://api.openalex.org/works?filter=author.id:A5046126345,35,190,US
https://openalex.org/A5087088138,Dan Jurafsky,https://api.openalex.org/works?filter=author.id:A5087088138,86,358,US
https://openalex.org/A5001994692,Esin Durmus,https://api.openalex.org/works?filter=author.id:A5001994692,21,56,US
https://openalex.org/A5031039880,Kristina Gligorić,https://api.openalex.org/works?filter=author.id:A5031039880,9,52,US
https://openalex.org/A5052391231,Lucia Zheng,https://api.openalex.org/works?filter=author.id:A5052391231,6,9,US
https://openalex.org/A5012939002,Myra Cheng,https://api.openalex.org/works?filter=author.id:A5012939002,7,22,
https://openalex.org/A5084047654,Riley Tucker,https://api.openalex.org/works?filter=author.id:A5084047654,15,109,US
https://openalex.org/A5038991027,Sam J. Maglio,https://api.openalex.org/works?filter=author.id:A5038991027,21,70,CA
https://openalex.org/A5113858426,Hyo‐Min Jang,https://api.openalex.org/works?filter=author.id:A5113858426,12,18,KR
https://openalex.org/A5074392155,Jungsik Choi,https://api.openalex.org/works?filter=author.id:A5074392155,22,188,KR
https://openalex.org/A5064158757,Daniel M. Romero,https://api.openalex.org/works?filter=author.id:A5064158757,27,107,US
https://openalex.org/A5015755413,Minje Choi,https://api.openalex.org/works?filter=author.id:A5015755413,8,20,KR
https://openalex.org/A5115594465,Anqi Shao,https://api.openalex.org/works?filter=author.id:A5115594465,4,16,US
https://openalex.org/A5101456958,Dhruv Gupta,https://api.openalex.org/works?filter=author.id:A5101456958,9,54,IN
https://openalex.org/A5000373924,Heysung Lee,https://api.openalex.org/works?filter=author.id:A5000373924,3,8,US
https://openalex.org/A5100391612,Ji‐Soo Kim,https://api.openalex.org/works?filter=author.id:A5100391612,47,543,KR
https://openalex.org/A5071349842,Kaiping Chen,https://api.openalex.org/works?filter=author.id:A5071349842,16,68,US
https://openalex.org/A5027112658,Sijia Yang,https://api.openalex.org/works?filter=author.id:A5027112658,16,75,CN
https://openalex.org/A5045405023,Xining Liao,https://api.openalex.org/works?filter=author.id:A5045405023,4,5,CN
https://openalex.org/A5089178335,Yoo Ji Suh,https://api.openalex.org/works?filter=author.id:A5089178335,4,7,US
https://openalex.org/A5055036876,Yun‐Shiuan Chuang,https://api.openalex.org/works?filter=author.id:A5055036876,11,49,TW
https://openalex.org/A5066924384,Zening Duan,https://api.openalex.org/works?filter=author.id:A5066924384,5,8,US
https://openalex.org/A5048088355,Alireza Javadian Sabet,https://api.openalex.org/works?filter=author.id:A5048088355,6,25,US
https://openalex.org/A5012787401,Morgan R. Frank,https://api.openalex.org/works?filter=author.id:A5012787401,18,61,US
https://openalex.org/A5047810054,Renzhe Yu,https://api.openalex.org/works?filter=author.id:A5047810054,11,40,US
https://openalex.org/A5081361660,Sarah Bana,https://api.openalex.org/works?filter=author.id:A5081361660,8,18,US
https://openalex.org/A5019373396,Linnea Gandhi,https://api.openalex.org/works?filter=author.id:A5019373396,8,11,US
https://openalex.org/A5072564674,Chhandak Bagchi,https://api.openalex.org/works?filter=author.id:A5072564674,2,8,US
https://openalex.org/A5046542764,Eric Malmi,https://api.openalex.org/works?filter=author.id:A5046542764,21,84,CH
https://openalex.org/A5063837575,Przemyslaw A. Grabowicz,https://api.openalex.org/works?filter=author.id:A5063837575,13,53,US
https://openalex.org/A5086655976,Anne‐Marie Nussberger,https://api.openalex.org/works?filter=author.id:A5086655976,8,23,GB
https://openalex.org/A5009232244,Iyad Rahwan,https://api.openalex.org/works?filter=author.id:A5009232244,44,332,DE
https://openalex.org/A5047413956,Levin Brinkmann,https://api.openalex.org/works?filter=author.id:A5047413956,3,7,DE
https://openalex.org/A5016014168,Maxime Derex,https://api.openalex.org/works?filter=author.id:A5016014168,15,42,FR
https://openalex.org/A5068201653,Sara Bonati,https://api.openalex.org/works?filter=author.id:A5068201653,7,42,IT
https://openalex.org/A5028493599,Thomas Müller,https://api.openalex.org/works?filter=author.id:A5028493599,11,50,FR
https://openalex.org/A5000013234,Valerii Chirkov,https://api.openalex.org/works?filter=author.id:A5000013234,3,6,DE
https://openalex.org/A5084195072,Zheng Xiang,https://api.openalex.org/works?filter=author.id:A5084195072,42,197,CN
https://openalex.org/A5022747234,Chaoqun Ni,https://api.openalex.org/works?filter=author.id:A5022747234,19,63,US
https://openalex.org/A5036868218,Bedoor AlShebli,https://api.openalex.org/works?filter=author.id:A5036868218,13,36,AE
https://openalex.org/A5079517520,Petter Holme,https://api.openalex.org/works?filter=author.id:A5079517520,52,271,FI
https://openalex.org/A5014658095,Guoqing Guan,https://api.openalex.org/works?filter=author.id:A5014658095,75,624,JP
https://openalex.org/A5088248579,Shahan Ali Memon,https://api.openalex.org/works?filter=author.id:A5088248579,7,30,US
https://openalex.org/A5043371507,Yueran Duan,https://api.openalex.org/works?filter=author.id:A5043371507,2,10,CN
https://openalex.org/A5042920909,Fernando Chirigati,https://api.openalex.org/works?filter=author.id:A5042920909,16,90,US
https://openalex.org/A5101925935,Arunas Radzvilavicius,https://api.openalex.org/works?filter=author.id:A5101925935,5,21,NO
https://openalex.org/A5028165426,Mary Elizabeth Sutherland,https://api.openalex.org/works?filter=author.id:A5028165426,7,36,CL
https://openalex.org/A5089352715,Sebastián Felipe Villamizar-Santamaría,https://api.openalex.org/works?filter=author.id:A5089352715,4,20,US
https://openalex.org/A5021346979,Filippo Menczer,https://api.openalex.org/works?filter=author.id:A5021346979,75,670,BR
https://openalex.org/A5031514121,Almog Simchon,https://api.openalex.org/works?filter=author.id:A5031514121,9,43,IL
https://openalex.org/A5012811021,Fabio Carrella,https://api.openalex.org/works?filter=author.id:A5012811021,3,15,GB
https://openalex.org/A5017914184,Stephan Lewandowsky,https://api.openalex.org/works?filter=author.id:A5017914184,86,587,GB
https://openalex.org/A5005687694,M. C. Edwards,https://api.openalex.org/works?filter=author.id:A5005687694,39,85,NZ
https://openalex.org/A5082698243,Cameron Martel,https://api.openalex.org/works?filter=author.id:A5082698243,15,46,US
https://openalex.org/A5034490805,Rahul Bhui,https://api.openalex.org/works?filter=author.id:A5034490805,11,43,US
https://openalex.org/A5015843011,Reed Orchinik,https://api.openalex.org/works?filter=author.id:A5015843011,3,13,US
https://openalex.org/A5089395967,Aaron Nichols,https://api.openalex.org/works?filter=author.id:A5089395967,2,10,US
https://openalex.org/A5086112254,Marshall Van Alstyne,https://api.openalex.org/works?filter=author.id:A5086112254,42,172,US
https://openalex.org/A5079358020,Nina Mažar,https://api.openalex.org/works?filter=author.id:A5079358020,26,135,US
https://openalex.org/A5079213654,Dilrukshi Gamage,https://api.openalex.org/works?filter=author.id:A5079213654,14,50,JP
https://openalex.org/A5100380043,Jiayu Chen,https://api.openalex.org/works?filter=author.id:A5100380043,30,197,CN
https://openalex.org/A5046036512,Kazutoshi Sasahara,https://api.openalex.org/works?filter=author.id:A5046036512,16,126,JP
https://openalex.org/A5020702662,Tasuku Igarashi,https://api.openalex.org/works?filter=author.id:A5020702662,12,80,JP
https://openalex.org/A5079154791,Kokil Jaidka,https://api.openalex.org/works?filter=author.id:A5079154791,24,162,SG
https://openalex.org/A5067134501,Subhayan Mukerjee,https://api.openalex.org/works?filter=author.id:A5067134501,8,29,SG
https://openalex.org/A5087795032,Sadamori Kojaku,https://api.openalex.org/works?filter=author.id:A5087795032,10,34,US
https://openalex.org/A5059236838,Yong‐Yeol Ahn,https://api.openalex.org/works?filter=author.id:A5059236838,41,238,US
https://openalex.org/A5017332030,Alina Herderich,https://api.openalex.org/works?filter=author.id:A5017332030,3,9,AT
https://openalex.org/A5100766043,David García,https://api.openalex.org/works?filter=author.id:A5100766043,58,333,CO
https://openalex.org/A5083062158,H. Harald Freudenthaler,https://api.openalex.org/works?filter=author.id:A5083062158,24,48,AT
https://openalex.org/A5075518230,Kathrin Zippel,https://api.openalex.org/works?filter=author.id:A5075518230,14,55,DE
https://openalex.org/A5089181636,Lewis S. Nelson,https://api.openalex.org/works?filter=author.id:A5089181636,62,930,US
https://openalex.org/A5039966234,Francisco Barreras,https://api.openalex.org/works?filter=author.id:A5039966234,3,24,US
https://openalex.org/A5103873055,Thomas H. Li,https://api.openalex.org/works?filter=author.id:A5103873055,16,58,CN
https://openalex.org/A5052536455,Mohsen Mosleh,https://api.openalex.org/works?filter=author.id:A5052536455,25,100,US
https://openalex.org/A5037451955,Alexander Furnas,https://api.openalex.org/works?filter=author.id:A5037451955,6,51,US
https://openalex.org/A5002041772,Dashun Wang,https://api.openalex.org/works?filter=author.id:A5002041772,34,158,US
https://openalex.org/A5073754797,Timothy M. LaPira,https://api.openalex.org/works?filter=author.id:A5073754797,12,29,US
https://openalex.org/A5032538899,Jonathan Nagler,https://api.openalex.org/works?filter=author.id:A5032538899,44,355,US
https://openalex.org/A5072046918,Joshua A. Tucker,https://api.openalex.org/works?filter=author.id:A5072046918,57,406,US
https://openalex.org/A5024130598,Megan E. L. Brown,https://api.openalex.org/works?filter=author.id:A5024130598,16,101,GB
https://openalex.org/A5085986638,Tiago Ventura,https://api.openalex.org/works?filter=author.id:A5085986638,9,52,US
https://openalex.org/A5047517174,Brooke Foucault Welles,https://api.openalex.org/works?filter=author.id:A5047517174,20,75,US
https://openalex.org/A5026230453,Samuel V. Scarpino,https://api.openalex.org/works?filter=author.id:A5026230453,41,165,US
https://openalex.org/A5058033902,Anoop Chawla,https://api.openalex.org/works?filter=author.id:A5058033902,17,154,IN
https://openalex.org/A5026024797,Jonathan St-Onge,https://api.openalex.org/works?filter=author.id:A5026024797,3,15,CA
https://openalex.org/A5073688320,Juniper Lovato,https://api.openalex.org/works?filter=author.id:A5073688320,4,20,US
https://openalex.org/A5035455593,Laurent Hébert‐Dufresne,https://api.openalex.org/works?filter=author.id:A5035455593,31,204,US
https://openalex.org/A5078442658,Milo Z. Trujillo,https://api.openalex.org/works?filter=author.id:A5078442658,7,27,US
https://openalex.org/A5061970875,Sam Zhang,https://api.openalex.org/works?filter=author.id:A5061970875,68,646,CN
https://openalex.org/A5004281470,Deb Roy,https://api.openalex.org/works?filter=author.id:A5004281470,41,289,US
https://openalex.org/A5063436262,B.W. McBride,https://api.openalex.org/works?filter=author.id:A5063436262,61,298,US
https://openalex.org/A5064910304,Doug Beeferman,https://api.openalex.org/works?filter=author.id:A5064910304,12,40,US
https://openalex.org/A5015797850,Nabeel Gillani,https://api.openalex.org/works?filter=author.id:A5015797850,10,37,US
https://openalex.org/A5003660402,Tyler Simko,https://api.openalex.org/works?filter=author.id:A5003660402,7,88,US
https://openalex.org/A5031952531,Matthieu Latapy,https://api.openalex.org/works?filter=author.id:A5031952531,30,209,FR
https://openalex.org/A5027709403,Layla Bouzoubaa,https://api.openalex.org/works?filter=author.id:A5027709403,6,24,US
https://openalex.org/A5012092057,Rezvaneh Rezapour,https://api.openalex.org/works?filter=author.id:A5012092057,9,57,US
https://openalex.org/A5002034958,Christopher M. Danforth,https://api.openalex.org/works?filter=author.id:A5002034958,33,209,US
https://openalex.org/A5045202621,Ellen W. McGinnis,https://api.openalex.org/works?filter=author.id:A5045202621,12,67,US
https://openalex.org/A5075885830,Jennifer F. Ha,https://api.openalex.org/works?filter=author.id:A5075885830,14,97,AU
https://openalex.org/A5040094911,Johanna Hidalgo,https://api.openalex.org/works?filter=author.id:A5040094911,3,13,US
https://openalex.org/A5092887068,Jordan Llorin,https://api.openalex.org/works?filter=author.id:A5092887068,2,9,US
https://openalex.org/A5040399099,Julia Kim‐Cohen,https://api.openalex.org/works?filter=author.id:A5040399099,26,30,US
https://openalex.org/A5017229269,Kathryn Stanton,https://api.openalex.org/works?filter=author.id:A5017229269,2,10,US
https://openalex.org/A5014041950,Matthew A. Price,https://api.openalex.org/works?filter=author.id:A5014041950,42,336,US
https://openalex.org/A5027414437,Mikaela Irene Fudolig,https://api.openalex.org/works?filter=author.id:A5027414437,5,32,US
https://openalex.org/A5077228817,Peter N. Dodds,https://api.openalex.org/works?filter=author.id:A5077228817,69,268,AU
https://openalex.org/A5006991081,Ryan S. McGinnis,https://api.openalex.org/works?filter=author.id:A5006991081,27,129,US
https://openalex.org/A5009887999,Taylor H. Ricketts,https://api.openalex.org/works?filter=author.id:A5009887999,72,233,US
https://openalex.org/A5021170243,Cassandra Overney,https://api.openalex.org/works?filter=author.id:A5021170243,4,11,US
https://openalex.org/A5089413311,Diyi Yang,https://api.openalex.org/works?filter=author.id:A5089413311,42,321,US
https://openalex.org/A5045331047,Hang Jiang,https://api.openalex.org/works?filter=author.id:A5045331047,26,138,CN
https://openalex.org/A5026429870,Jad Kabbara,https://api.openalex.org/works?filter=author.id:A5026429870,4,29,US
https://openalex.org/A5028670112,Nanxi Liu,https://api.openalex.org/works?filter=author.id:A5028670112,3,5,CN
https://openalex.org/A5065017215,Zhang Ru-kun,https://api.openalex.org/works?filter=author.id:A5065017215,3,19,CN
https://openalex.org/A5100600513,Pu Yan,https://api.openalex.org/works?filter=author.id:A5100600513,25,41,CN
https://openalex.org/A5067625837,Ralph Schroeder,https://api.openalex.org/works?filter=author.id:A5067625837,45,285,GB
https://openalex.org/A5015711710,Brian Uzzi,https://api.openalex.org/works?filter=author.id:A5015711710,51,192,US
https://openalex.org/A5068831099,Peng Geng,https://api.openalex.org/works?filter=author.id:A5068831099,65,1029,CN
https://openalex.org/A5065212478,Huilian Sophie Qiu,https://api.openalex.org/works?filter=author.id:A5065212478,6,21,US
https://openalex.org/A5024795472,Éric Gilbert,https://api.openalex.org/works?filter=author.id:A5024795472,56,207,US
https://openalex.org/A5048428275,Joshua Ashkinaze,https://api.openalex.org/works?filter=author.id:A5048428275,2,8,US
https://openalex.org/A5029762841,Jiaqi Wang,https://api.openalex.org/works?filter=author.id:A5029762841,80,3040,CN
https://openalex.org/A5056889621,Dan Svirsky,https://api.openalex.org/works?filter=author.id:A5056889621,5,16,US
https://openalex.org/A5038367813,Neil Sehgal,https://api.openalex.org/works?filter=author.id:A5038367813,13,34,US
https://openalex.org/A5048828311,C. E. Manning,https://api.openalex.org/works?filter=author.id:A5048828311,67,420,US
https://openalex.org/A5108156362,WILLIAM SCHULZ,https://api.openalex.org/works?filter=author.id:A5108156362,5,198,US
https://openalex.org/A5033297158,Anoushka Kiyawat,https://api.openalex.org/works?filter=author.id:A5033297158,1,5,US
https://openalex.org/A5024087833,Colin F. Camerer,https://api.openalex.org/works?filter=author.id:A5024087833,116,498,US
https://openalex.org/A5089055856,Alex McAvoy,https://api.openalex.org/works?filter=author.id:A5089055856,16,50,US
https://openalex.org/A5079914638,Feng Fu,https://api.openalex.org/works?filter=author.id:A5079914638,54,617,CN
https://openalex.org/A5025745021,Hyejin Youn,https://api.openalex.org/works?filter=author.id:A5025745021,18,55,CA
https://openalex.org/A5070346701,Jason W. Burton,https://api.openalex.org/works?filter=author.id:A5070346701,5,17,DK
https://openalex.org/A5008439962,Stefan M. Herzog,https://api.openalex.org/works?filter=author.id:A5008439962,26,124,DE
https://openalex.org/A5044470378,Ryan Whalen,https://api.openalex.org/works?filter=author.id:A5044470378,9,57,HK
https://openalex.org/A5049055881,Sourav Medya,https://api.openalex.org/works?filter=author.id:A5049055881,10,70,US
https://openalex.org/A5005262703,Tara Sowrirajan,https://api.openalex.org/works?filter=author.id:A5005262703,3,6,US
https://openalex.org/A5021273972,Chun Yang,https://api.openalex.org/works?filter=author.id:A5021273972,70,794,CN
https://openalex.org/A5036032919,Douglas Guilbeault,https://api.openalex.org/works?filter=author.id:A5036032919,12,44,US
https://openalex.org/A5028851796,Spencer Caplan,https://api.openalex.org/works?filter=author.id:A5028851796,4,18,US
https://openalex.org/A5091280671,G. Christopher Wood,https://api.openalex.org/works?filter=author.id:A5091280671,36,210,US
https://openalex.org/A5004855746,Gerard Torrats‐Espinosa,https://api.openalex.org/works?filter=author.id:A5004855746,9,23,US
https://openalex.org/A5023509726,Gian Maria Campedelli,https://api.openalex.org/works?filter=author.id:A5023509726,12,65,IT
https://openalex.org/A5017025292,Giuseppe Veltri,https://api.openalex.org/works?filter=author.id:A5017025292,28,402,IT
https://openalex.org/A5059787882,Michele Tizzoni,https://api.openalex.org/works?filter=author.id:A5059787882,30,115,IT
https://openalex.org/A5015237956,Matteo Mazzamurro,https://api.openalex.org/works?filter=author.id:A5015237956,2,10,GB
https://openalex.org/A5064296464,Xiaoqing Hu,https://api.openalex.org/works?filter=author.id:A5064296464,24,111,HK
https://openalex.org/A5086011172,Agnieszka Czaplicka,https://api.openalex.org/works?filter=author.id:A5086011172,7,19,DE
https://openalex.org/A5033831688,Alberto Acerbi,https://api.openalex.org/works?filter=author.id:A5033831688,29,162,IT
https://openalex.org/A5046927655,Fabian Baumann,https://api.openalex.org/works?filter=author.id:A5046927655,15,56,DE
